MTV,#genre#
294-柳影虹-偏偏喜欢你演唱会,http://em.21dtv.com/songs/60062698.mkv
295-梁汉文-曼谷玛利亚演唱会,http://em.21dtv.com/songs/60028550.mkv
296-梁静茹-如果有一天演唱会,http://em.21dtv.com/songs/60036968.mkv
297-梁静茹-纯真演唱会,http://em.21dtv.com/songs/60013402.mkv
298-梅艳芳-今宵多珍重演唱会,http://em.21dtv.com/songs/60023925.mkv
299-梅艳芳-你留我在此,http://em.21dtv.com/songs/60031903.mkv
300-梅艳芳-朦胧夜雨里演唱会,http://em.21dtv.com/songs/60029445.mkv
301-梅艳芳-梦伴演唱会,http://em.21dtv.com/songs/60029478.mkv
302-梦中情人-林乔安,http://txmov2.a.yximgs.com/upic/2020/11/08/21/BMjAyMDExMDgyMTAwMTNfMTU0MDc1NjUwOF8zODk0OTg4ODcxN18yXzM=_b_B5faf49255e0be7fc042ea521c28a458e.mp4
303-梅艳芳-粉红色的一生演唱会,http://em.21dtv.com/songs/60017170.mkv
304-梅艳芳-留住你今晚演唱会,http://em.21dtv.com/songs/60027592.mkv
305-梅花三姐妹-流浪走天涯演唱会,http://em.21dtv.com/songs/60027690.mkv
306-梦之旅-故乡的云演唱会,http://em.21dtv.com/songs/60075575.mkv
307-梦苇+郑世勋-美丽的神话,http://em.21dtv.com/songs/60125830.mkv
308-模特DJ,http://gcw.bdcdn.shoujiduoduo.com/201805/0247-477.mp4
309-樊奕敏-热情的沙漠演唱会,http://em.21dtv.com/songs/60064791.mkv
310-欢喜就好,http://vdown.kuwo.cn:80/resource//t4/33/65/I4Vpjif2dxY.mp4
311-樱桃帮-受够,http://em.21dtv.com/songs/60039714.mkv
312-歌MV2,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAglZTV4gUo1tiHrgM.mp4
313-歌MV1,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgypLV4gUo-ZmUhwc.mp4
314-欧阳菲菲-热情的沙漠,http://em.21dtv.com/songs/60036266.mkv
315-歌MV3,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgmJbV4gUogpLGkgM.mp4
316-歌MV4,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgk5nV4gUo5KyapQI.mp4
317-歌MV5,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAglpvV4gUo0pn7iAQ.mp4
318-歌MV6,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgksy04wUo17eY6Qc.mp4
319-歌MV7,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg49ia4gUolMGllwI.mp4
320-歌MV8,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghv2c4gUo1IGIhQQ.mp4
321-歌MV9,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0P6c4gUogMuVmwQ.mp4
322-歌MV10,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg59bE4gUo0P3y9QM.mp4
323-歌MV11,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8NfE4gUomOLI6gM.mp4
324-歌MV13,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvp_b4gUovoTAwAI.mp4
325-歌MV12,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgotjE4gUo8Jvi8Ac.mp4
326-歌MV14,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAglYC24gUokJDpqQU.mp4
327-歌MV15,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0YC24gUoyvO6Ng.mp4
328-歌MV16,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgxa_M5gUooKTfxAE.mp4
329-歌MV17,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtpai5wUoyLvuugU.mp4
330-歌MV18,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyKyM5gUooJurKA.mp4
331-歌MV19,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgvPi-4gUov5GSxQM.mp4
332-歌MV21,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-feR5wUo5M2ibw.mp4
333-歌MV20,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgh7GM5gUowOmHhwM.mp4
334-歌MV23,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgsK2M5gUosN7C7QQ.mp4
335-歌MV22,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAglNbE4gUoham84wU.mp4
336-歌MV24,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgupai5wUonrHpywI.mp4
337-歌MV26,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgr7qk4wUoqqvYowU.mp4
338-歌MV27,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghbGM5gUonv2rzgY.mp4
339-歌MV25,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnJ3x5gUo0-uHqwM.mp4
340-歌MV28,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgkLjX4gUo7pD-swM.mp4
341-歌MV29,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgnMOv5wUouMCstQQ.mp4
342-歌MV33,http://vd4.bdstatic.com/mda-ickhjq8gkcxz55i1/sc/mda-ickhjq8gkcxz55i1.mp4
343-歌MV32,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpPTW4gUoz_DgdQ.mp4
344-歌MV31,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg--nW4gUokMvrzgY.mp4
345-歌MV30,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgp7CM5gUo0rva5QU.mp4
346-歌MV34,http://vd4.bdstatic.com/mda-ihkwerpgqm1v3ehy/sc/mda-ihkwerpgqm1v3ehy.mp4
347-歌MV36,http://vd4.bdstatic.com/mda-icpieeuwfuwruijw/sc/mda-icpieeuwfuwruijw.mp4
348-歌MV35,http://vd4.bdstatic.com/mda-jhid37v9u4vny09j/sc/mda-jhid37v9u4vny09j.mp4
349-歌MV37,http://vd4.bdstatic.com/mda-jhtriuc2z5fddtre/sc/mda-jhtriuc2z5fddtre.mp4
350-歌MV38,http://vd4.bdstatic.com/mda-jepbbqntd414qsem/sc/mda-jepbbqntd414qsem.mp4
351-歌MV39,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgueWa4gUo_-2vowI.mp4
352-歌MV40,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg3MOv5wUojLD3vgE.mp4
353-歌MV42,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2bGM5gUo_NXfoAI.mp4
354-歌MV41,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg8JWi5wUokMTQ0AE.mp4
355-歌MV43,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAglcSv5wUospmsmQU.mp4
356-歌MV44,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAggpvX4gUo7e7N8QI.mp4
357-歌MV45,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgw_ma4gUouNqBoAQ.mp4
358-歌MV48,http://vd4.bdstatic.com/mda-ji3nh9t9qpewj26m/sc/mda-ji3nh9t9qpewj26m.mp4
359-歌MV47,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg38q04wUomp3jxAQ.mp4
360-歌MV46,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgqMGv5wUo2ZSx8QY.mp4
361-歌MV49,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg75_b4gUogP7C2QY.mp4
362-歌MV50,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg18Cv5wUoy_y7mQE.mp4
363-歌MV51,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzL_v5wUowL3FvAM.mp4
364-歌MV52,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgy6yM5gUo7Pnd-QU.mp4
365-歌MV53,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAghMCv5wUoqteI8gM.mp4
366-歌MV54,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg-JfV4gUol9ea6QM.mp4
367-歌MV55,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAg0f2a4gUonvrdrgI.mp4
368-毛宁-你是我的眼演唱会,http://em.21dtv.com/songs/60062759.mkv
369-毕福剑+苏丹-走天涯演唱会,http://em.21dtv.com/songs/60079748.mkv
370-毕福剑+苏丹-漂亮的姑娘就要嫁人了演唱会,http://em.21dtv.com/songs/60077080.mkv
371-毛阿敏-没有根的花,http://em.21dtv.com/songs/60028784.mkv
372-江映蓉-如果没有你演唱会,http://em.21dtv.com/songs/60036822.mkv
373-江蕙梦中的情话,http://vd2.bdstatic.com/mda-ji4rwrwg7fijyqkh/mda-ji4rwrwg7fijyqkh.mp4
374-江玲-男朋友,http://em.21dtv.com/songs/60095314.mkv
375-汪峰-你走你的路演唱会,http://em.21dtv.com/songs/60128161.mkv
376-池珍熙-人生蒙太奇,http://em.21dtv.com/songs/60036430.mkv
377-汪峰-怒放的生命演唱会,http://em.21dtv.com/songs/60032787.mkv
378-汪明荃-万水千山总是情演唱会,http://em.21dtv.com/songs/60043309.mkv
379-汪峰-小鸟演唱会,http://em.21dtv.com/songs/60049679.mkv
380-汪明荃-书剑恩仇录演唱会,http://em.21dtv.com/songs/60039732.mkv
381-汪明荃-今宵多珍重演唱会,http://em.21dtv.com/songs/60076130.mkv
382-浪子的心情,http://vdown.kuwo.cn:80/resource/t4/53/44/3Rve23J-sy8.mp4
383-汪明荃-千王群英会演唱会,http://em.21dtv.com/songs/60034165.mkv
384-汪明荃-美丽的时光演唱会,http://em.21dtv.com/songs/60029224.mkv
385-泽仁娜措-琼杰的朋友藏,http://em.21dtv.com/songs/60069740.mkv
386-满文军+文章-故乡的云演唱会,http://em.21dtv.com/songs/60019103.mkv
387-爱情鸟,http://vdown.kuwo.cn:80/resource//t4/69/75/bD9N0L_qjcM.mp4
388-烟雨人间,http://mobi.kuwo.cn/tmevideo/tme1257648.mp4
389-满文军-圣洁的真爱,http://em.21dtv.com/songs/60091637.mkv
390-潘秀琼-如果没有你演唱会,http://em.21dtv.com/songs/60036823.mkv
391-爱拼才会赢,http://vdown.kuwo.cn:80/resource//t4/20/1/y12_ecvVJgA.mp4
392-王彩华爱情的骗子我问你,http://vd4.bdstatic.com/mda-jm4h7v1isxwc660u/sc/mda-jm4h7v1isxwc660u.mp4
393-王力宏-梦想被冷冻演唱会,http://em.21dtv.com/songs/60029668.mkv
394-王天丽-情人的眼泪演唱会,http://em.21dtv.com/songs/60035197.mkv
395-王栎鑫+俞灏明-热情的沙漠演唱会,http://em.21dtv.com/songs/60077341.mkv
396-王梦麟+张行-阿美阿美演唱会,http://em.21dtv.com/songs/60006791.mkv
397-王浩信-猫步,http://em.21dtv.com/songs/60028634.mkv
398-王菲-容易受伤的女人国语,http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8
399-王秀芬-我爱你中国演唱会,http://em.21dtv.com/songs/60044655.mkv
400-王菲-执迷不悔,http://vodcdn.video.taobao.com/oss/ali-video/15bf7da88b44048edaabe73d6b17c00b/video.m3u8
401-王铮亮-千金不换爱,http://em.21dtv.com/songs/60111292.mkv
402-王麟-伤不起,http://vodcdn.video.taobao.com/oss/ali-video/1e3633ff1c3a525e148968b45c18f780/video.m3u8
403-玖月奇迹-康定情歌演唱会,http://em.21dtv.com/songs/60083215.mkv
404-甄妮-七级半地震演唱会,http://em.21dtv.com/songs/60033743.mkv
405-甄妮+MELODY-梦中的妈妈演唱会,http://em.21dtv.com/songs/60029774.mkv
406-甄妮-明日话今天演唱会,http://em.21dtv.com/songs/60030135.mkv
407-甄妮-热情的沙漠演唱会,http://em.21dtv.com/songs/60036264.mkv
408-甄妮-绿岛小夜曲演唱会,http://em.21dtv.com/songs/60028156.mkv
409-男儿当自强林子祥,http://vdown.kuwo.cn:80/resource/t4/35/8/byLO9W5m5Y8.mp4
410-田震-千百回期待演唱会,http://em.21dtv.com/songs/60034057.mkv
411-甲子蕙+林美-情比姐妹深,http://em.21dtv.com/songs/60034926.mkv
412-男人唐潮-玫瑰花儿开演唱会,http://em.21dtv.com/songs/60072188.mkv
413-白冰+胡歌-美丽的神话,http://em.21dtv.com/songs/60029221.mkv
414-白冰+胡歌-美丽的神话,http://em.21dtv.com/songs/60113900.mkv
415-筷子兄弟小苹果,http://vd1.bdstatic.com/mda-hc2rwgemn6yrnvw2/mda-hc2rwgemn6yrnvw2.mp4
416-童安格-让生命等候,http://em.21dtv.com/songs/60036098.mkv
417-盖鸣晖-逝去的诺言演唱会,http://em.21dtv.com/songs/60083809.mkv
418-石修-今宵多珍重演唱会,http://em.21dtv.com/songs/60076129.mkv
419-罗中旭+纪敏佳-美丽的神话,http://em.21dtv.com/songs/60083378.mkv
420-罗大佑-情人的眼泪演唱会,http://em.21dtv.com/songs/60035196.mkv
421-罗敏庄+杜雯惠-让一切随风演唱会,http://em.21dtv.com/songs/60077335.mkv
422-罗时丰一定要成功,http://vd1.bdstatic.com/mda-hgmk00ncqxvvix0v/mda-hgmk00ncqxvvix0v.mp4
423-罗时丰-故乡的月,http://em.21dtv.com/songs/60019100.mkv
424-罗时丰心事,http://vd2.bdstatic.com/mda-jaadiz1rwrtrj7kw/sc/mda-jaadiz1rwrtrj7kw.mp4
425-罗时丰擦掉彼句我爱你768*432,http://vd1.bdstatic.com/mda-hj3j9zhu12h99a79/vs-f5f50550f0b93f5020da43ab88266eda-watermark//mda-hj3j9zhu12h99a79.mp4
426-罗时丰无情之梦,http://vd2.bdstatic.com/mda-je1jq1hvgmab08gd/sc/mda-je1jq1hvgmab08gd.mp4
427-罗时丰爱情的路,http://vd4.bdstatic.com/mda-jcrjcp1wy5q2i00n/sc/mda-jcrjcp1wy5q2i00n.mp4
428-罗时丰爱那么痛,http://vd2.bdstatic.com/mda-jcrjbhmgprhs00c4/sc/mda-jcrjbhmgprhs00c4.mp4
429-罗时丰男人的汗848*,http://vd4.bdstatic.com/mda-jm491avwdp96qg02//mda-jm491avwdp96qg02.mp4
430-罗桦-每一个段落演唱会,http://em.21dtv.com/songs/60064519.mkv
431-胡杨林-香水有毒,http://vodcdn.video.taobao.com/oss/ali-video/180f9fcdb9e2b24d3b13a526fb90003e/video.m3u8
432-羽泉-热情的沙漠,http://em.21dtv.com/songs/60077339.mkv
433-群星-青苹果乐园演唱会,http://em.21dtv.com/songs/60034768.mkv
434-胡美仪-蔓莉蔓莉我爱你演唱会,http://em.21dtv.com/songs/60028554.mkv
435-苏永康-热情的沙漠,http://em.21dtv.com/songs/60088539.mkv
436-苏志威-侧面演唱会,http://em.21dtv.com/songs/60012138.mkv
437-苏芮-一样的月光演唱会,http://em.21dtv.com/songs/60053817.mkv
438-罗敏庄+黄日华-两忘烟水里演唱会,http://em.21dtv.com/songs/60076435.mkv
439-草蜢-半点心,http://vodcdn.video.taobao.com/oss/ali-video/68fc953ff930412784dada5eb79d0821/1461058499/video.m3u8.m3u8
440-草蜢-失恋阵线联盟,http://vodcdn.video.taobao.com/oss/ali-video/bbae2fc164d9517913ed5a9117f8455b/video.m3u8
441-草蜢-宝贝对不起,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/RQdMfitGKCINh4BPzc9%40%40sd.m3u8
442-草蜢-忘情森巴舞,http://vodcdn.video.taobao.com/oss/ali-video/a30020a6cd9ce2a8b387e029f9c5365c/video.m3u8
443-范晓萱-情人的眼泪演唱会,http://em.21dtv.com/songs/60035194.mkv
444-草蜢-难得有情人演唱会,http://em.21dtv.com/songs/60076846.mkv
445-荒山亮-时间的眼泪,http://em.21dtv.com/songs/60039130.mkv
446-莫文蔚-姑娘酒窝演唱会,http://em.21dtv.com/songs/60018945.mkv
447-莫文蔚-溜溜的情歌演唱会,http://em.21dtv.com/songs/60076463.mkv
448-莫旭秋-念亲恩演唱会,http://em.21dtv.com/songs/60064667.mkv
449-蔡丽津月圆情,http://vd3.bdstatic.com/mda-jm53zq7k0b0kbxch/sc/mda-jm53zq7k0b0kbxch.mp4
450-萧敬腾-亲爱的小孩,http://em.21dtv.com/songs/60072303.mkv
451-莫旭秋-良夜不能留演唱会,http://em.21dtv.com/songs/60027173.mkv
452-董事长乐团-刺字,http://em.21dtv.com/songs/60013471.mkv
453-莫旭秋-情人的眼泪演唱会,http://em.21dtv.com/songs/60064744.mkv
454-蔡义德-闪酒大丈夫,http://em.21dtv.com/songs/60104412.mkv
455-蔡琴-今宵多珍重演唱会,http://em.21dtv.com/songs/60023921.mkv
456-蔡琴-情人的眼泪,http://em.21dtv.com/songs/60035200.mkv
457-蔡琴-情人的眼泪演唱会,http://em.21dtv.com/songs/60035193.mkv
458-蔡琴-绿岛小夜曲演唱会,http://em.21dtv.com/songs/60028153.mkv
459-薰妮-故乡的雨,http://em.21dtv.com/songs/60019097.mkv
460-西海情歌,http://vdown.kuwo.cn/resource//t4/6/86/TbCpJTdV4o0.mp4
461-袁媛-没那么简单演唱会,http://em.21dtv.com/songs/60063323.mkv
462-袁惟仁-四季的眼泪演唱会,http://em.21dtv.com/songs/60040677.mkv
463-西部牛仔-故乡的云,http://em.21dtv.com/songs/60071968.mkv
464-誓言-鬼迷心窍,http://em.21dtv.com/songs/60019403.mkv
465-许哲佩-想念,http://em.21dtv.com/songs/60049181.mkv
466-许冠文-流下眼泪前演唱会,http://em.21dtv.com/songs/60027720.mkv
467-许巍-少年,http://em.21dtv.com/songs/60038121.mkv
468-许巍-漫步,http://em.21dtv.com/songs/60028562.mkv
469-许巍-时光演唱会,http://em.21dtv.com/songs/60039096.mkv
470-许巍-漫步演唱会,http://em.21dtv.com/songs/60028561.mkv
471-许巍-纯真演唱会,http://em.21dtv.com/songs/60013403.mkv
472-许巍-蓝莲花演唱会,http://em.21dtv.com/songs/60026063.mkv
473-许巍-纯粹演唱会,http://em.21dtv.com/songs/60013384.mkv
474-许志安-侧面演唱会,http://em.21dtv.com/songs/60012139.mkv
475-许茹芸-如果云知道,http://vodcdn.video.taobao.com/oss/ali-video/fd87aea7bc293a5930b8a64c752df476/video.m3u8
476-许志安-天才白痴梦演唱会,http://em.21dtv.com/songs/60041754.mkv
477-许美静-想念,http://em.21dtv.com/songs/60049180.mkv
478-谢安琪-请将手放开演唱会,http://em.21dtv.com/songs/60035528.mkv
479-谢有才-兄弟演唱会,http://em.21dtv.com/songs/60084288.mkv
480-谢雷+杨燕-今宵多珍重演唱会,http://em.21dtv.com/songs/60023926.mkv
481-谢雷-偏偏喜欢你演唱会,http://em.21dtv.com/songs/60033419.mkv
482-谢雷-热情的沙漠演唱会,http://em.21dtv.com/songs/60036261.mkv
483-谢霆锋+汪明荃-千王群英会演唱会,http://em.21dtv.com/songs/60034166.mkv
484-谢霆锋-每日一禁果演唱会,http://em.21dtv.com/songs/60029046.mkv
485-谢霆锋-魔鬼的主意演唱会,http://em.21dtv.com/songs/60030344.mkv
486-谭咏麟+李克勤-梦仍是一样演唱会,http://em.21dtv.com/songs/60029634.mkv
487-谭咏麟+李克勤-球迷奇遇记演唱会,http://em.21dtv.com/songs/60035811.mkv
488-谭咏麟+李克勤-理想与和平演唱会,http://em.21dtv.com/songs/60026892.mkv
489-谭咏麟/关淑怡-明天你是否依然爱我,http://vodcdn.video.taobao.com/oss/ali-video/0b56ad556e887a9be35d496d318a7565/video.m3u8
490-谭咏麟+杜丽莎-今宵多珍重演唱会,http://em.21dtv.com/songs/60070818.mkv
491-谭咏麟-理想与和平演唱会,http://em.21dtv.com/songs/60026893.mkv
492-谭锡禧-每一个晚上演唱会,http://em.21dtv.com/songs/60083372.mkv
493-费翔-故乡的云,http://em.21dtv.com/songs/60019104.mkv
494-费翔-故乡的云演唱会,http://em.21dtv.com/songs/60019102.mkv
495-赵薇+黄渤+佟大为+郝蕾+张译-亲爱的小孩,http://em.21dtv.com/songs/60104458.mkv
496-赵传-快乐似神仙演唱会,http://em.21dtv.com/songs/60025784.mkv
497-辛晓琪-俩俩相忘,http://vodcdn.video.taobao.com/oss/ali-video/6b406c70e3007a5c66a2085c39b13d80/video.m3u8
498-辛晓琪-亲爱的小孩,http://em.21dtv.com/songs/60077183.mkv
499-车震一小时,http://gcw.bdcdn.shoujiduoduo.com/201805/0748-641.mp4
500-达明一派-你还爱我吗演唱会,http://em.21dtv.com/songs/60031731.mkv
501-达明一派-每日一禁果演唱会,http://em.21dtv.com/songs/60029045.mkv
502-逃之夭夭,http://mobi.kuwo.cn/tmevideo/tme12155598.mp4
503-迪克牛仔-男人真命苦演唱会,http://em.21dtv.com/songs/60031035.mkv
504-邓丽君-漫步人生路,http://em.21dtv.com/songs/60028564.mkv
505-邓丽君-你在我心中演唱会,http://em.21dtv.com/songs/60032477.mkv
506-邰正宵-亲爱的小孩,http://em.21dtv.com/songs/60097616.mkv
507-那英-想念演唱会,http://em.21dtv.com/songs/60049175.mkv
508-邓智乐-雨中即景演唱会,http://em.21dtv.com/songs/60055752.mkv
509-郑中基-男儿当自强演唱会,http://em.21dtv.com/songs/60030888.mkv
510-郑少秋-书剑恩仇录演唱会,http://em.21dtv.com/songs/60039733.mkv
511-郑璐-让青春激扬演,http://em.21dtv.com/songs/60099540.mkv
512-郑融-受够,http://em.21dtv.com/songs/60039715.mkv
513-郭富城-时光演唱会,http://em.21dtv.com/songs/60039095.mkv
514-郭富城-木偶袭地球演唱会,http://em.21dtv.com/songs/60030576.mkv
515-郭富城-梦伴演唱会,http://em.21dtv.com/songs/60029477.mkv
516-醉千年李袁杰,http://vd3.bdstatic.com/mda-ihai9qt3yny3sx53//mda-ihai9qt3yny3sx53.mp4?pd=19&vt=1
517-醉倾城,http://videosc.kuwo.cn/UAA-4hndfVc5V6DJX0EvslAUBBI=/lhXcbl-l_ujsig79B4Ez5jT7tBNB
518-金志文-没那么简单,http://em.21dtv.com/songs/60070909.mkv
519-钟镇涛-没那么简单演唱会,http://em.21dtv.com/songs/60028729.mkv
520-钟镇涛-让一切随风演唱会,http://em.21dtv.com/songs/60036211.mkv
521-钟镇涛-让一切随风,http://em.21dtv.com/songs/60036212.mkv
522-钟雅颂-热情的沙漠演唱会,http://em.21dtv.com/songs/60063455.mkv
523-闽南语歌曲联播,http://mobi.kuwo.cn/tmevideo/tme12155588.mp4
524-阿果吉曲,http://mobi.kuwo.cn/tmevideo/tme1257695.mp4
525-阿果吉曲,http://mobi.kuwo.cn/tmevideo/tme1257647.mp4
526-阿衣莫,http://mobi.kuwo.cn/tmevideo/tme7020227.mp4
527-陈倩倩-婴儿,http://vodcdn.video.taobao.com/oss/ali-video/4fc8d043456c092c392483bd293d0ee3/video.m3u8
528-陈一郎-情海一条龙无原唱,http://em.21dtv.com/songs/60095966.mkv
529-陈奕迅-人生马拉松,http://em.21dtv.com/songs/60115486.mkv
530-陈奕迅-每一个明天演唱会,http://em.21dtv.com/songs/60029081.mkv
531-陈奕迅-玛利奥派对演唱会,http://em.21dtv.com/songs/60028396.mkv
532-陈小云爱人跟人走,http://vd4.bdstatic.com/mda-jgvqig36bu4rc0ej/sc/mda-jgvqig36bu4rc0ej.mp4
533-陈奕迅-马利奥派对演唱会,http://em.21dtv.com/songs/60028368.mkv
534-陈慧娴-归来吧,http://vodcdn.video.taobao.com/oss/ali-video/c89589fd5809cf6e2f1a4d7a52023733/video.m3u8
535-陈慧娴-千千阙歌,http://vodcdn.video.taobao.com/oss/ali-video/8f45a35108ebe1b1951d2936007e3cd0/video.m3u8
536-陈彼得+张行-一条路演唱会,http://em.21dtv.com/songs/60053734.mkv
537-陈慧娴-傻女演唱会,http://em.21dtv.com/songs/60037531.mkv
538-陈慧娴-明日有明天演唱会,http://em.21dtv.com/songs/60030151.mkv
539-陈慧娴-让一切随风,http://em.21dtv.com/songs/60100587.mkv
540-陈慧娴-逝去的诺言演唱会,http://em.21dtv.com/songs/60039551.mkv
541-陈慧娴-黎明不要来演唱会,http://em.21dtv.com/songs/60026831.mkv
542-陈柯宇生僻字,http://vd2.bdstatic.com/mda-jb28qp6tauzkzpy9//mda-jb28qp6tauzkzpy9.mp4
543-陈明-情人的眼泪演唱会,http://em.21dtv.com/songs/60077247.mkv
544-陈洁灵-黎明不要来演唱会,http://em.21dtv.com/songs/60026832.mkv
545-陈楚生-想念,http://em.21dtv.com/songs/60049177.mkv
546-陈淑苹我的伤心谁人知,http://vd3.bdstatic.com/mda-ijjfe3s5z1iyvzgq/sc/mda-ijjfe3s5z1iyvzgq.mp4
547-陈浩德-故乡的雨演唱会,http://em.21dtv.com/songs/60075574.mkv
548-陈淑桦+李宗盛-你走你的路,http://em.21dtv.com/songs/60032576.mkv
549-陈淑苹黄昏之恋848*,http://vd4.bdstatic.com/mda-jk0m1rgje4eh01cw//mda-jk0m1rgje4eh01cw.mp4
550-陈淑苹离家,http://vd2.bdstatic.com/mda-iftyuk6tjcxrm53p/sc/mda-iftyuk6tjcxrm53p.mp4
551-陈瑞-一生的等待,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583215&response=res&format=mp4&type=convert_url
552-陈瑞-三生三世,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6449820&response=res&format=mp4&type=convert_url
553-陈瑞-一辈子的真爱,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_28470656&response=res&format=mp4&type=convert_url
554-陈瑞-分手了别来打扰我,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_5835684&response=res&format=mp4&type=convert_url
555-陈瑞-天长地久,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583220&response=res&format=mp4&type=convert_url
556-陈瑞-别思,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_3429064&response=res&format=mp4&type=convert_url
557-陈瑞-曾经是我的最爱的女人,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_486357&response=res&format=mp4&type=convert_url
558-陈瑞-心中的牵挂,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583211&response=res&format=mp4&type=convert_url
559-陈瑞-有谁知道我在等你,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1583218&response=res&format=mp4&type=convert_url
560-陈瑞-烛光里的妈妈,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1024266&response=res&format=mp4&type=convert_url
561-陈瑞-父亲,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_4247454&response=res&format=mp4&type=convert_url
562-陈瑞-男人酒女人泪,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40090112&response=res&format=mp4&type=convert_url
563-陈瑞-爱得真伤的深,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1218839&response=res&format=mp4&type=convert_url
564-陈瑞-爱的痕迹,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1218815&response=res&format=mp4&type=convert_url
565-陈瑞-红尘永相伴,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_506435&response=res&format=mp4&type=convert_url
566-陈瑞-鱼和水的故事,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_353501&response=res&format=mp4&type=convert_url
567-陈百强-今宵多珍重演唱会,http://em.21dtv.com/songs/60023922.mkv
568-陈百强-南北一家亲演唱会,http://em.21dtv.com/songs/60031082.mkv
569-陈百强-偏偏喜欢你,http://em.21dtv.com/songs/60033420.mkv
570-陈百强-天才白痴梦,http://em.21dtv.com/songs/60041756.mkv
571-陈百潭初恋848*,http://vd4.bdstatic.com/mda-jk22i7yt5vyjbgwt//mda-jk22i7yt5vyjbgwt.mp4
572-陈百强-念亲恩演唱会,http://em.21dtv.com/songs/60032661.mkv
573-陈百强-粉红色的一生演唱会,http://em.21dtv.com/songs/60017169.mkv
574-陈雷-随缘,http://vdown.kuwo.cn:80/resource//t1/34/c9596b26ffc64cb5ab2c3f82068d167a.mp4
575-陈诗莉-世界都知道,http://em.21dtv.com/songs/60077633.mkv
